FECHA_CORTE;UUID;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;NIVEL_ACADEMICO;PERIODO_EGRESO;FECHA_EGRESO;ESCUELA_PROFESIONAL;MODALIDAD;SEDE
2025-05-23;8c753b23d41283c44e0fffb32ffd1cba;ICA;CHINCHA;PUEBLO NUEVO;ICA, CHINCHA, PUEBLO NUEVO;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-24;9a7b6d0166b032c34dcb38bd9700245c;LIMA;CAÑETE;QUILMANA;LIMA, CAÑETE, QUILMANA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-25;e357bf0c9e25f46884bad11b8c2e4de3;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-26;c622f62aaf133dd2342f205285112b4b;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-27;70264d8c73f9a43a9f4bc9f6426f05bf;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-28;d1697fb789dd69b1b5aec46643b1ce9a;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-29;295b968b5aeaddd8c408cbffcc193c68;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-30;fd2ebcc74f382989da244aa7ad849e6d;LIMA;CAÑETE;PACARAN;LIMA, CAÑETE, PACARAN;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-05-31;663f7c13990f49ef685056b65029593e;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-01;9f5d670d56dfac7db4b276b297f02fe0;LIMA;CAÑETE;MALA;LIMA, CAÑETE, MALA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-02;b478aeaf9491e935f94498dfec2550ae;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-03;df165891dbb2150c8d1161df7607205f;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-04;2313163e72c796e754e0215e97ce609e;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-05;e9b35c279feeb2658c111c1f5e80dac4;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-06;d949ff8c53ce101fbad09cc84e4c2df9;ICA;CHINCHA;CHINCHA ALTA;ICA, CHINCHA, CHINCHA ALTA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-07;9ea29cf0dd5bc2690ac1838a30e80387;LIMA;CAÑETE;MALA;LIMA, CAÑETE, MALA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-08;a1ca4a95eb670a0590757ec9a2c71564;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-09;528ad1b9bca9de3c500a5a07f6543d6c;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-10;c0ae37f2005cec8c9ce950fea2d953f6;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-11;765c2e115d5fcb6e285abfe7b9bf9732;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-12;ad89eddd88af67a5c192f9cbe9318924;LIMA;CAÑETE;SAN LUIS;LIMA, CAÑETE, SAN LUIS;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-13;0c52d648cbc0013b01c7d81c6154b8e0;ICA;CHINCHA;PUEBLO NUEVO;ICA, CHINCHA, PUEBLO NUEVO;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-14;8f36643c3e08a8a6fd14bb07148b7a33;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-15;b4c18b126da7b63495e5f099b52cddf8;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-16;b7928a00d41e52049b295a3d169a2578;ICA;CHINCHA;GROCIO PRADO;ICA, CHINCHA, GROCIO PRADO;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-17;dd2915ad7df9e39d618d963c7d463404;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-18;1cbadc12dc0a7e4711f691f633c97c2e;ICA;CHINCHA;CHINCHA ALTA;ICA, CHINCHA, CHINCHA ALTA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-19;0a9180773fc3811973ccfc23a1d2578f;AYACUCHO;LUCANAS;SAN CRISTOBAL;AYACUCHO, LUCANAS, SAN CRISTOBAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-20;97ecce2fdbc7b4b59fc280c830e253a1;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-21;5bb5edc015dd5f15f3f9749805c548aa;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-22;603f7335cbb6040ddbd6adb8c2ba42b1;LIMA;CAÑETE;ASIA;LIMA, CAÑETE, ASIA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-23;9b967f669a4fc01f8443615a55ce4b79;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-24;6abf40029a666acbc994e054cc25487d;LIMA;CAÑETE;ASIA;LIMA, CAÑETE, ASIA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-25;3bb8c1fc011f39384bb017b1f02f90cf;LIMA;CAÑETE;NUEVO IMPERIAL;LIMA, CAÑETE, NUEVO IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-26;ce8a802cd90ba3e8d91404a3ebd20ce3;LIMA;CAÑETE;NUEVO IMPERIAL;LIMA, CAÑETE, NUEVO IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-27;444c5db0a7661684dea01115b676be79;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-28;8a985d7844add543f66ce0e6b907e8b6;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-29;127124109cf0c66d7e24bd0c81f66bdd;LIMA;CAÑETE;MALA;LIMA, CAÑETE, MALA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-06-30;350470925e7bcd5c38ef53dd301dcee4;LIMA;CAÑETE;SAN LUIS;LIMA, CAÑETE, SAN LUIS;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-01;72eb8e93476e2a36a8117d0176fb6e0d;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-02;e17ce1d0e02d9a84fdce2dfc8f8eddb5;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-03;4954e6dc09b00dfaa733823e19ceb7da;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-0;25/3/2024;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-04;77601e155197f637a6daf9b62142a795;LIMA;CAÑETE;SAN ANTONIO;LIMA, CAÑETE, SAN ANTONIO;EGRESADO;2024-0;25/3/2024;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-05;93a5b370f4cd9f0900bb6afaa8fdfa7f;LIMA;CAÑETE;QUILMANA;LIMA, CAÑETE, QUILMANA;EGRESADO;2024-1;31/7/2024;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-06;1f2477677e3bc51d21fa754325fddf6b;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-1;31/7/2024;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-07;6d7bc455dd100b85d2c1b72e5b4f174a;LIMA;CAÑETE;NUEVO IMPERIAL;LIMA, CAÑETE, NUEVO IMPERIAL;EGRESADO;2024-1;;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-08;dbcbff032b4f4fd4f1d0b9548f6cb599;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-1;31/7/2024;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-09;e93b5ba6a76b224270cdaf135378082a;LIMA;CAÑETE;SAN LUIS;LIMA, CAÑETE, SAN LUIS;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-10;2b63629042db53211359beb2269f4c85;LIMA;CAÑETE;NUEVO IMPERIAL;LIMA, CAÑETE, NUEVO IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-11;f0e7dfbf81745dcc4bf2b7f6f7dc9474;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-12;bddbde909c681b9c4e8f2bd161c3512b;LIMA;CAÑETE;SAN ANTONIO;LIMA, CAÑETE, SAN ANTONIO;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-13;6bffaaad95132212b10cc2f05782c1b8;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-14;92626df75fa0759dbae2bdb4340d185e;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-15;2ddc7f193aba995ed778927f437066fd;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-16;8c225b2a18a05a411005ce8ebf5205d9;LIMA;LIMA;LIMA;LIMA, LIMA, LIMA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-17;9ec3a53b8f3e1638f7b29000c345d12c;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-18;b0ae983fb8a5c982a1bb597c8d8f6242;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-19;2671b9b3d75a003a3bc86a3293a8b9e8;LIMA;CAÑETE;SAN LUIS;LIMA, CAÑETE, SAN LUIS;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-20;9ac1b937a900426f6004ef1d380479da;LIMA;CAÑETE;CERRO AZUL;LIMA, CAÑETE, CERRO AZUL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-21;01cd8d990935abb2d11a8d1ea7bb8bc0;LIMA;CAÑETE;LUNAHUANA;LIMA, CAÑETE, LUNAHUANA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-22;5ababc696d9053095f7f66318a06cad6;LIMA;CAÑETE;LUNAHUANA;LIMA, CAÑETE, LUNAHUANA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-23;2b373d423f2af5033c535f0050882de3;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-24;f55da149556d141b68b8be0b45030331;LIMA;CAÑETE;QUILMANA;LIMA, CAÑETE, QUILMANA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-25;305e01d1c4523a9731f765f437c7175b;ICA;CHINCHA;SUNAMPE;ICA, CHINCHA, SUNAMPE;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-26;1dcd8ae9e9c1b132b64db65d77128405;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-27;3147c3bff7bc2d9fc9942b9498abf691;ICA;CHINCHA;CHINCHA ALTA;ICA, CHINCHA, CHINCHA ALTA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-28;8dd39515d96c016c613ca26c82b87ea9;LIMA;CAÑETE;MALA;LIMA, CAÑETE, MALA;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-29;bde133428c194545f6a68583dc849df0;ICA;CHINCHA;PUEBLO NUEVO;ICA, CHINCHA, PUEBLO NUEVO;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-30;278296293afeb6ed92a5707fd815f13c;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-07-31;e540874bd562c4b8bf141dde43d2c4b6;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-01;397ae1666eb2a8399218e1ffa8bedead;LIMA;CAÑETE;CERRO AZUL;LIMA, CAÑETE, CERRO AZUL;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-02;7d0fa949df18f9922c016c88b04006c5;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-03;e0c5bd14fb69d367270a5368049385c9;LIMA;CAÑETE;SAN LUIS;LIMA, CAÑETE, SAN LUIS;EGRESADO;2024-2;10/1/2025;CONTABILIDAD;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-04;3b961817a253ea46aaf3b8092cc5e8d2;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-05;96a2d5bce7eb83552066a82ffeb266f2;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-06;908e974e6a35bc45b7f85d57be3c94b6;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-07;9dc96c8253173028028535c3d6c8372f;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-08;3259e40fa50d2424ac0f147569c7a3c3;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-09;222424b401eacaa41cf147cef56e3e1f;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-10;71a75ecb7256c4a7932fce2c4c261c0e;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-11;d5f7c07b45f51278c38f2b69633ea59d;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-12;171e7fc42b1f36307730d12444b612df;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-13;c1519f34005da2b39f17ab9303daae7d;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;LIMA, CAÑETE, SAN VICENTE DE CAÑETE;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-14;06c50b35c893a5e063058b8eabf14475;LIMA;CAÑETE;MALA;LIMA, CAÑETE, MALA;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-15;65c95b966f2c6cf3dfe1a2da3928aad6;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-16;a6311368c6c1ee211bf57de09befae84;ICA;CHINCHA;PUEBLO NUEVO;ICA, CHINCHA, PUEBLO NUEVO;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
2025-08-17;8dd51addc89e07b0f291c23bfa8a0289;LIMA;CAÑETE;IMPERIAL;LIMA, CAÑETE, IMPERIAL;EGRESADO;2024-2;10/1/2025;ADMINISTRACIÓN DE TURISMO Y HOTELERÍA;PRESENCIAL;SEDE FUNDO SAN LUIS
